Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
West Newbury,5.86,,,,,,,,,,,,3.69,0.22,,,0.22,,3.47,,,,,1.95,0.22,,,0.22,,,,2022
Salem State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Merrimack College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Endicott College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Gordon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Essex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Franklin County,14.74,,,,0.43,0.43,,0.14,0.04,0.01,0.03,0.06,6.56,2.23,0.13,0.28,1.13,0.69,4.33,1.18,0.6,0.42,0.15,5.91,0.43,0.35,0.04,0.04,0.08,,,2022
Ashfield,4.73,,,,,,,,,,,,1.78,,,,,,1.78,0.59,0.59,,,1.78,0.59,0.59,,,0,,,2022
Bernardston,6.68,,,,0.35,0.35,,0.35,0.35,,,,2.46,,,,,,2.46,0.7,,,0.7,2.46,0.35,,,0.35,,,,2022
Buckland,3.86,,,,,,,,,,,,3.86,1.1,,0.55,,0.55,2.75,,,,,,,,,,,,,2022
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Deerfield,11.84,,,,0.39,0.39,,,,,,,5.82,0.78,,0.19,0.39,0.19,5.04,0.78,0.39,0.19,0.19,4.46,0.39,0.39,,,,,,2022
Erving,13.78,,,,,,,,,,,,8.39,3.59,,,3,0.6,4.79,1.2,1.2,,,4.19,,,,,,,,2022
Gill,7.17,,,,,,,,,,,,1.3,,,,,,1.3,,,,,5.86,,,,,,,,2022
Greenfield,28.77,,,,1.22,1.22,,0.29,0.12,0.06,0.12,,10.17,3.37,0.23,0.7,2.03,0.41,6.8,2.56,1.4,0.93,0.23,13.83,0.52,0.47,,0.06,0.17,,,2022
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Leverett,6.99,,,,,,,,,,,,2.69,0.54,,,0.54,,2.15,0.54,0.54,,,3.22,0.54,0.54,,,,,,2022
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Montague,18.53,,,,0.12,0.12,,0.12,,,,0.12,10.49,5.71,0.12,0.23,1.17,4.2,4.78,2.21,1.05,1.05,0.12,4.66,0.93,0.58,0.35,,,,,2022
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Northfield,7.3,,,,0.35,0.35,,,,,,,5.21,2.09,,0.35,1.74,,3.13,0.35,0.35,,,0.7,0.7,0.7,,,,,,2022
Orange,15.72,,,,0.53,0.53,,0.26,,,,0.26,7.13,2.51,0.4,0.26,1.72,0.13,4.62,0.26,0.13,0.13,,6.74,0.53,0.4,,0.13,0.26,,,2022
Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Shelburne,11.63,,,,,,,,,,,,5.82,,,,,,5.82,1.59,1.06,,0.53,3.17,0.53,0.53,,,0.53,,,2022
Shutesbury,1.73,,,,,,,,,,,,1.15,0.58,,0.58,,,0.58,,,,,0.58,,,,,,,,2022
Sunderland,10.4,,,,,,,0.27,,,,0.27,3.01,0.82,,,0.55,0.27,2.19,0.55,,0.55,,6.29,0.27,0.27,,,,,,2022
Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Whately,7.93,,,,0.61,0.61,,,,,,,3.05,0.61,,,,0.61,2.44,1.22,,,1.22,3.05,,,,,,,,2022
Greenfield CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Franklin State Police,6.37,,,,,,,,,,,,5.89,1.43,0.16,,1.27,,4.46,0.16,,0.16,,0.16,0.16,0.16,,,,,,2022
Franklin State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Franklin State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Agawam,25.93,,,,0.42,0.42,0,0.18,,0.04,0.04,0.11,9.71,2.98,0.42,0.25,1.75,0.56,6.73,5.61,3.19,1.79,0.63,8.83,1.16,0.98,0.14,0.04,0.04,,,2022
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Western New England Coll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Brimfield,6.47,,,,,,,,,,,,3.5,0.81,,,0.27,0.54,2.69,0.27,0.27,,,2.43,0.27,0.27,,,,,,2022
Chester,3.28,,,,,,,,,,,,1.64,,,,,,1.64,,,,,1.64,,,,,,,,2022
Granville,5.2,,,,0.65,0.65,,,,,,,1.95,0.65,,0.65,,,1.3,,,,,1.95,0.65,0.65,,,0,,,2022
Hampden,9.5,,,,0.61,0.61,,0.2,,0.2,,,4.04,1.21,0.61,0.2,0.4,,2.83,0.2,0.2,,,4.24,0.2,0.2,,,,,,2022
Holland,5.03,,,,,,,,,,,,3.48,0.77,,,0.77,,2.71,0.77,0.39,0.39,,0.39,0.39,0.39,,,0,,,2022
Longmeadow,8.71,,,,0.13,0.13,,0.19,0.13,,,0.06,2.54,0.57,0.06,,0.32,0.19,1.97,1.33,0.7,0.25,0.38,3.88,0.57,0.57,,,0.06,,,2022
Ludlow,15.78,,,,0.14,0.14,,0.19,0.05,,0.1,0.05,6.49,1.81,0.14,,1.24,0.43,4.67,1.1,0.62,0.38,0.1,7.01,0.86,0.76,0.1,,,,,2022
Monson,11.21,,,,0.25,0.25,,,,,,,6.53,2.83,,0.37,0.86,1.6,3.7,0.74,0.37,0.37,,2.96,0.74,0.49,,0.25,,,,2022
Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Palmer,28.56,,,,0.56,0.56,,,,,,,18.16,2.82,0.08,0.56,1.86,0.32,15.33,2.82,1.13,1.13,0.56,5.81,0.97,0.89,,0.08,0.24,,,2022
Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Southwick,13.44,,,,0.11,0.11,,,,,,,5.09,1.19,0.11,0.43,0.65,,3.9,1.3,0.65,0.65,,6.5,0.43,0.22,0.22,,,,,2022
Tolland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Wales,1.1,,,,,,,,,,,,0.55,,,,,,0.55,,,,,0.55,,,,,,,,2022
West Springfield,47.88,0.03,0.03,,0.87,0.87,,0.59,0.35,0.1,0.03,0.1,10.75,3.42,0.52,0.63,1.36,0.91,7.33,5.41,4.15,0.7,0.56,27.57,2.62,2.3,0.14,0.17,0.03,,,2022
Wilbraham,19.59,,,,0.27,0.27,,0.34,,0.14,0.14,0.07,8.22,1.99,0.75,0.41,0.68,0.14,6.23,1.03,0.68,0.27,0.07,9.18,0.48,0.48,,,,,0.07,2022
Westfield State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Holyoke Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Springfield Technical Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Western New England University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Springfield College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hampden State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hampden State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Amherst,7.64,0,,0,0.92,0.92,,0.03,,,,0.03,3.29,1.04,0.13,0.28,0.15,0.48,2.24,0.74,0.23,0.41,0.1,2.55,0.1,0.1,,,0.03,,,2022
Belchertown,10.15,,,,0.33,0.33,,,,,,,4.25,0.92,,0.07,0.85,,3.34,1.11,0.65,0.39,0.07,3.99,0.33,0.26,,0.07,0.13,,,2022
Chesterfield,0.85,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,2022
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Easthampton,11.5,,,,0.44,0.44,,,,,,,4.52,1.13,0.06,0.13,0.69,0.25,3.39,0.69,0.13,0.57,,5.47,0.38,0.38,,,,,,2022
Goshen,4.23,,,,,,,,,,,,2.12,,,,,,2.12,,,,,2.12,,,,,,,,2022
Granby,6.96,,,,0.17,0.17,,,,,,,2.65,0.5,,0.17,0.33,,2.15,0.99,0.5,0.33,0.17,2.65,0.5,,0.5,,,,,2022
Hadley,43.67,,,,0.95,0.95,,,,,,,7.44,3.43,0.19,0.19,1.72,1.33,4,1.14,0.76,0.38,,33.37,0.76,0.76,,,,,,2022
Hatfield,9.69,,,,,,,,,,,,4.54,1.82,,,0.91,0.91,2.73,0.3,,0.3,,3.64,1.21,0.91,0.3,,,,,2022
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Pelham,1.59,,,,,,,,,,,,1.59,0.8,,,0.8,,0.8,,,,,,,,,,,,,2022
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
South Hadley,17.77,0.06,0.06,,0.11,0.11,,0.11,0.06,,,0.06,7.04,1.12,0.11,0.5,0.39,0.11,5.92,1.17,0.5,0.34,0.34,8.72,0.5,0.45,0.06,,0.06,,,2022
Southampton,7.93,,,,0.16,0.16,,,,,,,2.91,1.46,,0.16,0.97,0.32,1.46,0.65,0.32,0.16,0.16,4.05,,,,,0.16,,,2022
Ware,17,,,,0.29,0.29,,,,,,,12.82,5.93,0.39,1.07,1.36,3.11,6.9,0.29,0.1,0.19,,3.21,0.29,0.29,,,0.1,,,2022
Westhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Williamsburg,7.72,,,,,,,,,,,,4.07,1.22,,,1.22,,2.85,0.41,,0.41,,3.25,,,,,,,,2022
Worthington,2.55,,,,,,,,,,,,,,,,,,,0.85,0.85,,,1.7,,,,,,,,2022
U-Mass Amherst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Amherst College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hampshire State Police,11.66,,,,,,,,,,,,10.36,1.81,,,1.3,0.52,8.55,0.52,0.52,,,0.78,,,,,,,,2022
Hampshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Acton,8.35,,,,0.08,0.08,,0.04,,,,0.04,2.85,0.5,,0.08,0.38,0.04,2.35,0.59,0.38,0.21,,4.62,0.17,0.17,,,,,,2022
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Arlington,9.13,,,,0.04,0.04,,0.04,,,0.02,0.02,3.47,0.46,,0.02,0.33,0.11,3.01,0.99,0.57,0.4,0.02,4.13,0.42,0.31,0.02,0.09,0.02,,,2022
Ashby,7.26,,,,0.32,0.32,,0.63,0.32,0.32,,,0.95,,,,,,0.95,1.58,0.95,0.32,0.32,3.79,,,,,,,,2022
Ashland,5.77,,,,0.05,0.05,,,,,,,3.43,0.98,0.33,0.27,0.27,0.11,2.45,0.22,0.11,0.05,0.05,1.8,0.27,0.27,,,,,,2022
Ayer,12.91,,,,0.36,0.36,,,,,,,7.65,1.31,,0.6,0.72,,6.33,0.72,0.36,0.24,0.12,3.47,0.72,0.6,,0.12,,,,2022
Bedford,6.27,,,,0.07,0.07,,,,,,,1.07,0.07,,,0.07,,1,0.71,0.36,0.36,,4.28,0.14,,0.14,,,,,2022
Belmont,9.11,,,,,,,0.04,,,,0.04,2.18,0.53,,0.04,0.34,0.15,1.66,1.73,0.72,0.98,0.04,4.74,0.38,0.26,,0.11,0.04,,,2022
Billerica,8.88,,,,0.17,0.17,,0.07,,0.05,,0.02,3.99,0.32,0.05,0.1,0.15,0.02,3.67,0.63,0.15,0.24,0.24,3.58,0.39,0.24,,0.15,0.05,,,2022
Boxborough,7.44,,,,,,,,,,,,1.86,0.74,,0.56,0.19,,1.12,1.49,1.49,,,3.53,0.56,0.37,0.19,,,,,2022
Burlington,21.49,,,,0.12,0.08,0.04,0.19,0.08,,0.04,0.08,4.42,1.05,0.08,0.19,0.47,0.31,3.37,0.74,0.35,0.23,0.16,14.93,0.97,0.93,,0.04,0.12,,,2022
Carlisle,1.94,,,,0.19,0.19,,,,,,,0.97,0.19,,0.19,,,0.78,0.19,,,0.19,0.58,,,,,,,,2022
Chelmsford,10.83,,,,0.14,0.14,,0.06,,,0.03,0.03,3.34,0.93,0.36,0.08,0.28,0.2,2.41,0.73,0.51,0.17,0.06,6.2,0.36,0.36,,,0,,,2022
Concord,8.54,,,,0.5,0.5,,,,,,,3.33,1.27,,0.06,0.72,0.5,2.05,0.44,0.22,0.17,0.06,4.1,0.11,0.11,,,,0.06,,2022
Dracut,9.87,,,,0.31,0.31,,0.09,0.03,0.03,0.03,,3.51,1.25,0.16,0.16,0.69,0.25,2.26,0.66,0.22,0.34,0.09,4.83,0.38,0.34,0.03,,0.06,0.03,,2022
Dunstable,2.7,,,,,,,,,,,,1.5,1.2,,,0.9,0.3,0.3,,,,,0.6,0.6,0.6,,,,,,2022
Holliston,5.22,,,,,,,,,,,,1.63,0.27,,0.07,0.14,0.07,1.36,0.61,0.34,0.27,,2.85,0.14,0.07,0.07,,,,,2022
Hopkinton,5.06,,,,0.1,0.1,,,,,,,2.4,1.41,,0.05,0.16,1.2,0.99,0.1,,0.05,0.05,2.45,,,,,0,,,2022
Hudson,6.37,,,,0.2,0.2,,,,,,,2.5,1.27,0.36,0.1,0.71,0.1,1.22,0.51,0.2,0.31,,2.85,0.31,0.31,,,,,,2022
Lincoln,4.1,,,,0.15,0.15,,,,,,,1.47,,,,,,1.47,0.44,0.15,0.29,,2.05,,,,,,,,2022
Littleton,6.5,,,,0.1,0.1,,0.1,0.1,,,,1.87,0.2,,,0.2,,1.67,0.3,0.1,0.2,,3.84,0.3,0.1,,0.2,,,,2022
Marlborough,23.43,,,,0.56,0.54,0.02,0.29,0.07,0.02,0.02,0.17,12.87,3.54,0.27,0.52,2.06,0.69,9.33,0.98,0.34,0.25,0.39,7.64,0.98,0.86,0.05,0.07,0.1,,,2022
Maynard,13.28,,,,0.38,0.38,,,,,,,6.69,1.82,0.1,0.29,1.15,0.29,4.87,0.86,0.29,0.48,0.1,4.4,0.86,0.76,,0.1,0.1,,,2022
Medford,15.19,0.02,0.02,,0.22,0.22,,0.12,0.03,0.03,0.03,0.03,5.36,1.39,0.05,0.27,0.72,0.36,3.98,0.89,0.44,0.36,0.09,7.44,1.14,0.9,0.11,0.12,,,,2022
Melrose,7.44,,,,0.03,0.03,,0.1,0.03,0.07,,,2.34,0.45,0.07,0.07,0.24,0.07,1.9,0.79,0.48,0.28,0.03,3.72,0.45,0.45,,,,,,2022
Natick,19.26,,,,0.22,0.22,,0.17,0.06,,,0.11,4.6,1.05,0.14,0.17,0.42,0.33,3.55,0.94,0.72,0.22,,13.02,0.25,0.25,,,0.06,,,2022
Newton,9.12,0.01,0.01,,0.09,0.09,,0.09,0.01,0.01,0.02,0.05,2.34,0.46,,0.07,0.37,0.02,1.88,0.69,0.3,0.27,0.13,5.74,0.13,0.07,0.02,0.03,0.02,,,2022
North Reading,7.37,,,,,,,,,,,,3.75,0.92,,,0.59,0.33,2.83,0.26,0.26,,,2.83,0.53,0.26,0.2,0.07,,,,2022
Pepperell,9.74,,,,,,,,,,,,4.4,0.86,0.17,,0.6,0.09,3.53,1.29,0.52,0.43,0.34,3.53,0.52,0.34,0.09,0.09,0,,,2022
Reading,7.11,,,,,,,,,,,,1.24,0.16,0.04,,0.08,0.04,1.08,0.92,0.16,0.72,0.04,4.92,0.04,0.04,,,,,,2022
Sherborn,3.42,,,,0.46,0.46,,,,,,,1.37,0.46,,,0.46,,0.91,,,,,1.37,0.23,0.23,,,,,,2022
Shirley,6.64,,,,0.28,0.28,,,,,,,3.87,1.8,,0.28,1.25,0.28,2.08,0.55,,0.28,0.28,1.66,0.28,,,0.28,,,,2022
Somerville,19.24,0.01,0.01,,0.16,0.16,,0.53,0.18,0.09,0.04,0.23,4.65,1.82,0.34,0.47,0.87,0.14,2.83,1.67,0.88,0.78,,10.89,1.31,0.87,0.05,0.39,0.01,,,2022
Stoneham,12.75,,,,0.18,0.18,,0.22,0.09,,0.04,0.09,4.1,1.72,0.26,0.35,0.62,0.49,2.38,1.81,0.53,1.28,,6,0.4,0.31,,0.09,0.04,,,2022
Stow,7.73,,,,0.14,0.14,,,,,,,2.43,0.43,,,0.43,,2,1,0.57,0.14,0.29,3.86,0.14,,0.14,,0.14,,,2022
Sudbury,4.3,,,,0.26,0.26,,,,,,,1.66,0.47,,0.1,0.21,0.16,1.19,0.31,0.26,0.05,,1.92,0.1,0.1,,,0.05,,,2022
Townsend,7.31,,,,0.22,0.22,,0.11,,,,0.11,3.6,0.9,0.11,,0.56,0.22,2.7,0.45,0.22,,0.22,2.7,0.22,0.22,,,,,,2022
Tyngsborough,8.33,,,,0.24,0.24,,0.08,0.08,,,,3.68,0.96,,,0.8,0.16,2.72,0.48,0.16,0.32,,2.88,0.96,0.8,0.16,,,,,2022
Wakefield,8.44,,,,0.29,0.29,,0.15,0.04,,0.04,0.07,3.56,1.06,0.07,0.29,0.4,0.29,2.49,0.4,0.26,0.11,0.04,3.23,0.81,0.73,0.07,,0,,,2022
Waltham,10.37,,,,0.22,0.22,,0.05,,,0.02,0.03,4.53,1.24,0.16,0.27,0.74,0.08,3.29,0.88,0.44,0.43,0.02,4.25,0.39,0.22,0.08,0.09,0.05,,,2022
Watertown,15.7,,,,0.11,0.11,,0.11,0.06,,,0.06,5.1,1.17,,0.2,0.83,0.14,3.93,1,0.6,0.28,0.11,8.98,0.4,0.14,0.03,0.23,0,,,2022
Wayland,1.69,,,,,,,,,,,,0.22,0.07,,,,0.07,0.15,,,,,1.32,0.15,0.15,,,,,,2022
Westford,3.83,,,,0.12,0.12,,,,,,,1.28,0.58,0.21,0.04,0.33,,0.7,0.33,0.21,,0.12,1.81,0.25,0.21,0.04,,0.04,,,2022
Weston,5.35,,,,0.09,0.09,,,,,,,1.29,0.69,,0.69,,,0.6,1.04,0.35,0.69,,2.85,0.09,0.09,,,0,,,2022
Wilmington,13.27,,,,0.22,0.22,,0.18,0.09,,0.04,0.04,4.34,1.1,0.04,0.13,0.7,0.22,3.24,0.83,0.35,0.35,0.13,7.19,0.53,0.31,0.18,0.04,,,,2022
Winchester,3.56,,,,,,,0.09,,,,0.09,0.76,0.31,,0.04,0.09,0.18,0.44,0.31,0.27,0.04,,2.31,0.09,0.04,0.04,,,,,2022
Woburn,14.25,0,,0,0.17,0.17,,0.14,0.1,0.02,,0.02,4.39,1.13,,0.24,0.48,0.41,3.26,0.84,0.55,0.27,0.02,7.6,1.04,0.7,0.05,0.29,0.05,0.02,,2022
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bentley College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Framingham State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
U-Mass Lowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Boston and Maine Railroad Police Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tufts University Medford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tufts University since 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Boston College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Lasell College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Mount IDA College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Middlesex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Boston College(Old ORI pre-2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Framingham SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tufts University prior 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Middlesex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Middlesex State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Middlesex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Middlesex State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Nantucket County,29.57,,,,0.54,0.54,,,,,,,11.81,2.3,,0.27,0.95,1.08,9.52,2.36,0.81,1.28,0.27,13.37,1.49,1.35,0.07,0.07,,,,2022
Nantucket,29.43,,,,0.54,0.54,,,,,,,11.75,2.23,,0.27,0.88,1.08,9.52,2.36,0.81,1.28,0.27,13.37,1.42,1.35,,0.07,,,,2022
MBTA - Nantucket County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Nantucket State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Mt. Ida College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Avon,19.73,,,,0.21,0.21,,0.21,,,,0.21,3.78,1.89,0.42,0.42,0.84,0.21,1.89,2.52,1.26,0.84,0.42,12.17,0.84,0.84,,,,,,2022
Bellingham,16.15,,,,0.53,0.47,0.06,0.12,,,0.06,0.06,5.78,1,0.29,0.06,0.29,0.35,4.77,0.88,0.47,0.29,0.12,8.55,0.29,0.24,,0.06,,,,2022
Braintree,19.93,0.03,0.03,,0.33,0.26,0.08,0.13,0.05,,0.03,0.05,6.31,1.98,0.23,0.46,0.64,0.64,4.33,1.11,0.59,0.51,,11.15,0.88,0.7,,0.18,,,,2022
Canton,13.43,,,,0.28,0.28,,0.04,0.04,,,,6.19,3.68,0.24,,0.81,2.63,2.51,0.45,0.28,0.12,0.04,5.87,0.57,0.45,0.12,,0.04,,,2022
Cohasset,7.72,,,,0.12,0.12,,,,,,,3.21,0.48,,0.36,0.12,,2.73,0.59,0.12,0.48,,3.56,0.24,0.24,,,,,,2022
Dedham,11.14,,,,0.2,0.2,,0.12,0.04,,,0.08,4.26,1.9,0.04,0.16,0.47,1.22,2.37,0.16,0.08,0.04,0.04,6.08,0.32,0.28,,0.04,,,,2022
Dover,3.22,,,,0.17,0.17,,,,,,,1.69,0.68,,0.34,0.17,0.17,1.02,0.17,0.17,,,1.02,,,,,0.17,,,2022
Foxborough,17.36,,,,0.38,0.38,,0.16,0.05,,0.05,0.05,9.97,1.94,,0.49,1.24,0.22,8.03,0.59,0.32,0.16,0.11,5.82,0.38,0.38,,,0.05,,,2022
Franklin,7.7,,,,0.06,0.06,,0.03,,,0.03,,3.05,0.79,0.03,0.12,0.57,0.06,2.27,1.9,1.18,0.69,0.03,2.63,0.03,,,0.03,,,,2022
Holbrook,24.41,,,,0.35,0.35,,0.26,0.09,,,0.18,11.89,2.82,0.35,0.7,1.41,0.35,9.07,1.41,0.62,0.7,0.09,8.37,2.03,1.67,0.09,0.26,0.09,,,2022
Medfield,4.35,,,,,,,,,,,,1.37,0.76,,0.15,0.15,0.46,0.61,0.23,0.15,,0.08,2.52,0.23,0.23,,,,,,2022
Medway,4.22,,,,,,,,,,,,2.04,0.68,,0.15,0.15,0.38,1.36,0.23,0.08,0.15,,1.96,,,,,,,,2022
Millis,6.07,,,,,,,,,,,,4.27,0.79,0.11,0.34,0.22,0.11,3.49,0.22,0.11,0.11,,1.46,0.11,0.11,,,,,,2022
Milton,6.4,,,,,,,0.04,,,0.04,,1.44,0.21,,0.11,0.11,,1.23,0.56,0.49,0.07,,4.11,0.25,0.25,,,,,,2022
Needham,7.66,,,,0.31,0.31,,0.06,0.06,,,,2.08,0.43,,0.06,0.34,0.03,1.64,0.62,0.28,0.31,0.03,4.38,0.22,0.19,,0.03,,,,2022
Norfolk,5.25,,,,,,,,,,,,2.67,0.77,,0.09,0.52,0.17,1.89,0.26,0.17,0.09,,2.15,0.17,0.09,,0.09,,,,2022
Norwood,13.92,,,,0.16,0.16,,0.1,0.03,,0.06,,5.23,1.3,0.1,0.19,0.86,0.16,3.93,0.57,0.25,0.25,0.06,7.14,0.7,0.7,,,0.03,,,2022
Sharon,3.93,,,,,,,,,,,,1.19,0.38,,0.11,0.22,0.05,0.81,0.22,0.16,,0.05,2.16,0.38,0.38,,,,,,2022
Walpole,17,,,,0.41,0.41,,0.04,,,,0.04,7.42,1.08,0.07,0.22,0.6,0.19,6.34,0.97,0.45,0.34,0.19,7.98,0.19,0.19,,,,,,2022
Wellesley,5.55,,,,0.16,0.16,,0.03,,,,0.03,1.56,0.41,0.03,0.06,0.22,0.1,1.15,0.48,0.26,0.13,0.1,3.25,0.06,0.06,,,,,,2022
Westwood,12.75,,,,0.12,0.12,,,,,,,3.62,0.74,0.06,0.18,0.43,0.06,2.88,0.67,0.37,0.18,0.12,7.85,0.43,0.37,,0.06,0.06,,,2022
Weymouth,13,,,,0.24,0.24,,0.1,0.02,0.02,0.02,0.05,5.31,2.32,0.1,0.43,1.05,0.74,2.99,0.98,0.43,0.36,0.19,5.86,0.48,0.39,0.07,0.02,0.03,,,2022
